4.5,2017,11,01,00,30,02
4.88,2017,11,01,04,30,02
6.31,2017,11,01,08,30,02
8.94,2017,11,01,12,30,02
9.13,2017,11,01,16,30,02
6.25,2017,11,01,20,30,02
5,2017,11,02,00,30,02
4.75,2017,11,02,04,30,02
6.69,2017,11,02,08,30,02
11.69,2017,11,02,12,30,02
10.13,2017,11,02,16,30,02
9.88,2017,11,02,20,30,02
10,2017,11,02,22,30,01
9.81,2017,11,02,23,30,01
10,2017,11,03,00,30,02
9.75,2017,11,03,04,30,02
10.06,2017,11,03,08,30,02
13.5,2017,11,03,12,30,02
10.5,2017,11,03,16,30,02
7.56,2017,11,03,20,30,02
6.75,2017,11,04,00,30,02
5.5,2017,11,04,04,30,02
9.25,2017,11,04,08,30,02
12.94,2017,11,04,10,30,01
13.31,2017,11,04,12,30,02
10.88,2017,11,04,16,30,01
7.88,2017,11,04,20,30,02
6.06,2017,11,05,00,30,02
5,2017,11,05,04,30,01
6.44,2017,11,05,08,30,02
11.56,2017,11,05,12,30,02
8.75,2017,11,05,16,30,02
7.56,2017,11,05,20,30,03
6.38,2017,11,06,00,30,02
5.81,2017,11,06,04,30,02
5.69,2017,11,06,08,30,02
7.56,2017,11,06,12,30,02
6.56,2017,11,06,16,30,02
6.13,2017,11,06,20,30,02
6,2017,11,07,00,30,02
6,2017,11,07,04,30,02
5.94,2017,11,07,08,30,02
8,2017,11,07,12,30,02
7.19,2017,11,07,16,30,02
6.75,2017,11,07,20,30,02
4.44,2017,11,08,00,30,02
2.56,2017,11,08,04,30,02
5.19,2017,11,08,08,30,02
10.63,2017,11,08,12,30,02
7.81,2017,11,08,16,30,02
6.94,2017,11,08,20,30,02
6.69,2017,11,09,00,30,02
6.63,2017,11,09,04,30,02
7.13,2017,11,09,08,30,02
9.63,2017,11,09,12,30,02
8.06,2017,11,09,16,30,02
7.38,2017,11,09,20,30,02
7,2017,11,10,00,30,02
6.81,2017,11,10,04,30,02
7.06,2017,11,10,08,30,02
8.5,2017,11,10,12,30,02
8.13,2017,11,10,16,30,02
7.38,2017,11,10,20,30,01
7.25,2017,11,11,00,30,02
7.38,2017,11,11,04,30,02
6.25,2017,11,11,08,30,02
7.69,2017,11,11,12,30,02
7,2017,11,11,16,30,02
7.38,2017,11,11,20,30,02
8.25,2017,11,12,00,30,02
8.56,2017,11,12,04,30,02
6.44,2017,11,12,08,30,02
9.5,2017,11,12,12,30,02
8.44,2017,11,12,16,30,02
5.25,2017,11,12,20,30,02
4.63,2017,11,13,00,30,02
4.56,2017,11,13,04,30,02
4.56,2017,11,13,08,30,02
5.63,2017,11,13,12,30,02
5.25,2017,11,13,16,30,02
4.19,2017,11,13,20,30,02
3.63,2017,11,14,00,30,02
3,2017,11,14,04,30,02
3.44,2017,11,14,08,30,02
12.88,2017,11,14,10,30,01
6.31,2017,11,14,12,30,02
3.94,2017,11,14,16,30,02
3.38,2017,11,14,20,30,02
2.06,2017,11,15,00,30,02
0.94,2017,11,15,04,30,02
2,2017,11,15,08,30,02
5.06,2017,11,15,12,30,02
2.56,2017,11,15,16,30,02
2.06,2017,11,15,20,30,02
2.44,2017,11,16,00,30,02
1.81,2017,11,16,04,30,02
2.5,2017,11,16,08,30,02
4.31,2017,11,16,12,30,02
3.38,2017,11,16,16,30,02
2.94,2017,11,16,20,30,02
3,2017,11,17,00,30,02
2.69,2017,11,17,04,30,02
3.25,2017,11,17,08,30,02
6.19,2017,11,17,12,30,02
4.44,2017,11,17,16,30,02
2.88,2017,11,17,20,30,02
2.94,2017,11,18,00,30,02
2.75,2017,11,18,04,30,02
3.75,2017,11,18,08,30,02
7.19,2017,11,18,12,30,02
6.06,2017,11,18,16,30,02
5.25,2017,11,18,20,30,02
4.69,2017,11,19,00,30,02
4.56,2017,11,19,04,30,02
4.19,2017,11,19,08,30,02
5.5,2017,11,19,12,30,02
4.13,2017,11,19,16,30,02
3.56,2017,11,19,20,30,02
3.94,2017,11,20,00,30,02
3.88,2017,11,20,04,30,02
4.31,2017,11,20,08,30,02
6.81,2017,11,20,12,30,01
4.63,2017,11,20,16,30,02
4.56,2017,11,20,20,30,02
5.13,2017,11,21,00,30,02
5.75,2017,11,21,04,30,02
6.38,2017,11,21,08,30,02
7.88,2017,11,21,12,30,02
8.13,2017,11,21,16,30,02
7.69,2017,11,21,20,30,02
5.5,2017,11,22,00,30,02
4.63,2017,11,22,04,30,02
6.44,2017,11,22,08,30,02
9.5,2017,11,22,12,30,02
7.75,2017,11,22,16,30,02
4.81,2017,11,22,20,30,02
1.88,2017,11,23,00,30,02
1,2017,11,23,04,30,02
4.63,2017,11,23,08,30,02
10.81,2017,11,23,12,30,02
8.63,2017,11,23,16,30,02
6.94,2017,11,23,20,30,02
7,2017,11,24,00,30,02
6.06,2017,11,24,04,30,02
6.44,2017,11,24,08,30,02
12,2017,11,24,12,30,02
9.19,2017,11,24,16,30,02
7.75,2017,11,24,20,30,02
6.75,2017,11,25,00,30,03
4.5,2017,11,25,04,30,02
4.06,2017,11,25,08,30,02
9.75,2017,11,25,12,30,02
6.25,2017,11,25,16,30,02
5.94,2017,11,25,20,30,02
4.81,2017,11,26,00,30,02
3.81,2017,11,26,04,30,02
3.44,2017,11,26,08,30,02
4.25,2017,11,26,12,30,02
2.63,2017,11,26,16,30,02
2.38,2017,11,26,20,30,02
2.56,2017,11,27,00,30,02
2.44,2017,11,27,04,30,02
3.13,2017,11,27,08,30,02
5.81,2017,11,27,12,30,02
2.88,2017,11,27,16,30,02
1.44,2017,11,27,20,30,02
2.44,2017,11,28,00,30,02
3.19,2017,11,28,04,30,02
1.88,2017,11,28,08,30,02
6.38,2017,11,28,12,30,02
4.56,2017,11,28,16,30,02
4.06,2017,11,28,20,30,01
4.25,2017,11,29,00,30,02
3.63,2017,11,29,04,30,02
4,2017,11,29,08,30,02
5.81,2017,11,29,12,30,02
4.88,2017,11,29,16,30,02
3.63,2017,11,29,20,30,02
2.81,2017,11,30,00,30,02
2.19,2017,11,30,04,30,02
1.88,2017,11,30,08,30,02
3.88,2017,11,30,12,30,02
2.19,2017,11,30,16,30,02
1.63,2017,11,30,20,30,02
